"employee_id","first_name","last_name","department_id","salary","sale_id","product_id","sale_customer_id","sale_date","quantity","unit_price","discount","total_sale","salesperson_id","region","product_name","category","product_price","stock_quantity","supplier_id","customer_id","customer_first_name","customer_last_name","email","phone","customer_city","customer_state","customer_country","order_id","order_date","shipping_date","status","total_amount","payment_method","billing_address","shipping_address","shipper_id"
17,"Crystal","Stewart",4,"61706.00",21,68,102,"2023-02-17",13,"475.47","0.17","8381.54",17,"Iowa","authority","Furniture","1011.02",614,11,102,"Kayla","Terrell","heatherlewis@yahoo.com","(797)554-4016","Melindastad","South Carolina","Austria",78,"2023-11-22","2022-12-29","Cancelled","4142.43","PayPal","342 Anderson Circles, North Kimberly, KS 17453","72600 Cox Glen Suite 538, Derekton, KY 36498",4
138,"Kevin","Mcintosh",8,"42379.00",22,99,14,"2023-12-13",10,"302.17","0.02","3931.62",138,"West Virginia","member","Electronics","968.07",590,31,14,"Norman","Crawford","megan08@cabrera.org","001-380-225-5282x60292","Blackport","Massachusetts","Grenada",6,"2024-06-21","2023-07-05","Pending","8137.00","Credit Card","882 Duran Rue Suite 332, Sullivanville, HI 09271","PSC 1493, Box 1144, APO AP 78516",20
54,"David","Jacobson",3,"71169.00",23,46,192,"2022-12-11",5,"33.45","0.07","2673.27",54,"North Carolina","attorney","Furniture","1234.05",180,40,192,"William","Davis","larry75@davis.info","774.998.6317x22828","Johnberg","Idaho","Samoa",107,"2024-08-19","2024-02-02","Delivered","1188.34","Cash","081 Xavier Road Suite 770, South David, CT 67467","8647 Reyes Springs, Lake Tylerhaven, LA 01983",24
195,"Leroy","Garza",7,"84585.00",24,23,111,"2023-02-01",10,"263.54","0.02","1700.01",195,"Oklahoma","during","Food","805.12",900,28,111,"Whitney","Reed","icarter@gonzalez.com","006-046-4610x23936","North Janebury","Washington","Saint Vincent and the Grenadines",176,"2024-08-05","2024-01-03","Cancelled","4487.30","PayPal","922 Felicia Parks Apt. 496, Mejiahaven, MO 96545","782 Sanders Ville Apt. 147, Deniseport, CT 71750",11
195,"Leroy","Garza",7,"84585.00",24,23,111,"2023-02-01",10,"263.54","0.02","1700.01",195,"Oklahoma","during","Food","805.12",900,28,111,"Whitney","Reed","icarter@gonzalez.com","006-046-4610x23936","North Janebury","Washington","Saint Vincent and the Grenadines",164,"2023-12-24","2024-04-07","Shipped","4934.31","Credit Card","77691 Stephanie Shoal, New Kellyborough, NY 07189","3475 Gilbert Hill, Jasminfort, DE 86784",14
96,"Stacey","Nguyen",3,"117403.00",25,62,163,"2024-09-06",3,"13.14","0.03","6209.02",96,"New Hampshire","task","Books","712.94",583,42,163,"Angela","Conrad","sblake@yahoo.com","+1-500-267-6695x070","Robertchester","Texas","Ethiopia",52,"2023-09-10","2024-06-25","Pending","5326.79","Cash","735 Dorsey Mission Apt. 936, Holmeston, CO 72621","9089 Austin Forges, Lake Kendra, RI 71781",30
96,"Stacey","Nguyen",3,"117403.00",25,62,163,"2024-09-06",3,"13.14","0.03","6209.02",96,"New Hampshire","task","Books","712.94",583,42,163,"Angela","Conrad","sblake@yahoo.com","+1-500-267-6695x070","Robertchester","Texas","Ethiopia",9,"2023-08-27","2023-09-14","Cancelled","7272.43","Bank Transfer","6852 Byrd Terrace Suite 875, Woodsbury, IL 58926","Unit 7204 Box 7997, DPO AP 95860",29
195,"Leroy","Garza",7,"84585.00",26,47,27,"2024-07-27",11,"416.95","0.03","9564.04",195,"Delaware","risk","Food","350.86",678,45,27,"Joshua","Clarke","vfranco@zimmerman.org","001-577-037-4602x6715","Tuckerport","New Jersey","Falkland Islands (Malvinas)",154,"2024-04-09","2022-11-18","Shipped","970.41","Cash","USCGC Webb, FPO AA 82943","591 Johnson Mills, Cohenland, VT 74351",17
195,"Leroy","Garza",7,"84585.00",26,47,27,"2024-07-27",11,"416.95","0.03","9564.04",195,"Delaware","risk","Food","350.86",678,45,27,"Joshua","Clarke","vfranco@zimmerman.org","001-577-037-4602x6715","Tuckerport","New Jersey","Falkland Islands (Malvinas)",152,"2023-06-05","2023-05-08","Delivered","3223.02","PayPal","003 Bullock Ways, Rodgersside, MN 46398","352 Lambert Rest, Port Andrea, NM 60177",28
195,"Leroy","Garza",7,"84585.00",26,47,27,"2024-07-27",11,"416.95","0.03","9564.04",195,"Delaware","risk","Food","350.86",678,45,27,"Joshua","Clarke","vfranco@zimmerman.org","001-577-037-4602x6715","Tuckerport","New Jersey","Falkland Islands (Malvinas)",100,"2023-12-21","2024-10-10","Cancelled","6385.02","Cash","2421 Gilmore Mission, Derekstad, MS 29769","24437 Margaret Ridges, Pamelatown, KS 40951",19
109,"Heather","Johnson",4,"59755.00",28,86,184,"2024-01-28",2,"381.63","0.08","8365.13",109,"Nevada","according","Furniture","493.47",303,12,184,"Abigail","Mendoza","blankenshipdale@yahoo.com","(593)623-9502x01486","Cameronside","North Carolina","Brunei Darussalam",197,"2023-05-15","2024-10-20","Delivered","2763.79","Credit Card","40992 Hampton Fields, South Tammyshire, WV 15256","999 Bianca Divide Apt. 111, South Wendy, VT 87276",21
173,"Joshua","Flores",3,"64526.00",29,27,147,"2023-11-19",6,"78.76","0.22","933.51",173,"Georgia","traditional","Food","735.62",475,39,147,"Melissa","Nguyen","kyle45@chavez-jones.org","+1-653-346-6368x037","East Amandamouth","Virginia","United States of America",104,"2023-12-20","2024-09-11","Pending","2854.61","Credit Card","387 Evans Fall, Watsonland, CO 14210","854 Brennan Road, Ashleyville, WV 18674",30
173,"Joshua","Flores",3,"64526.00",29,27,147,"2023-11-19",6,"78.76","0.22","933.51",173,"Georgia","traditional","Food","735.62",475,39,147,"Melissa","Nguyen","kyle45@chavez-jones.org","+1-653-346-6368x037","East Amandamouth","Virginia","United States of America",65,"2024-05-02","2023-02-20","Delivered","4568.51","Bank Transfer","29120 Diana Village, Perezside, AK 31748","63925 Patrick Road Apt. 256, East Dylan, MO 48733",17
93,"Melissa","Henderson",8,"44019.00",30,30,85,"2023-10-10",9,"300.22","0.01","611.37",93,"Iowa","them","Electronics","669.64",254,25,85,"James","Leach","lshelton@yahoo.com","001-746-540-2929x9422","Blevinsmouth","New Hampshire","Saint Helena",111,"2023-07-01","2023-04-05","Pending","4680.31","PayPal","8167 Matthew Way, Brianstad, NE 85729","4074 Maria Ramp, North Amber, MA 70935",21
33,"Ronald","Stewart",6,"50552.00",32,86,138,"2023-03-27",10,"172.54","0.01","2820.86",33,"Oklahoma","according","Furniture","493.47",303,12,138,"Lisa","Thomas","iknight@hotmail.com","547-189-2512x6420","New Aliciaton","Nevada","United States of America",183,"2023-11-15","2023-03-06","Shipped","3806.11","Bank Transfer","9589 Sally Bridge Suite 880, New Catherine, VA 21583","887 Jody Port Apt. 302, Freemanton, TN 46837",21
40,"April","Hughes",4,"84049.00",33,15,27,"2023-03-27",20,"86.60","0.14","8496.63",40,"Iowa","office","Furniture","296.40",597,32,27,"Joshua","Clarke","vfranco@zimmerman.org","001-577-037-4602x6715","Tuckerport","New Jersey","Falkland Islands (Malvinas)",154,"2024-04-09","2022-11-18","Shipped","970.41","Cash","USCGC Webb, FPO AA 82943","591 Johnson Mills, Cohenland, VT 74351",17
40,"April","Hughes",4,"84049.00",33,15,27,"2023-03-27",20,"86.60","0.14","8496.63",40,"Iowa","office","Furniture","296.40",597,32,27,"Joshua","Clarke","vfranco@zimmerman.org","001-577-037-4602x6715","Tuckerport","New Jersey","Falkland Islands (Malvinas)",152,"2023-06-05","2023-05-08","Delivered","3223.02","PayPal","003 Bullock Ways, Rodgersside, MN 46398","352 Lambert Rest, Port Andrea, NM 60177",28
40,"April","Hughes",4,"84049.00",33,15,27,"2023-03-27",20,"86.60","0.14","8496.63",40,"Iowa","office","Furniture","296.40",597,32,27,"Joshua","Clarke","vfranco@zimmerman.org","001-577-037-4602x6715","Tuckerport","New Jersey","Falkland Islands (Malvinas)",100,"2023-12-21","2024-10-10","Cancelled","6385.02","Cash","2421 Gilmore Mission, Derekstad, MS 29769","24437 Margaret Ridges, Pamelatown, KS 40951",19
161,"Alexandra","Holmes",10,"118707.00",34,10,62,"2023-11-26",3,"55.91","0.15","8072.00",161,"Florida","decide","Food","59.54",297,27,62,"Monica","May","kellyreynolds@hubbard-ortiz.com","900-316-4181x60764","Lindabury","Oregon","Bermuda",189,"2022-11-13","2024-06-10","Delivered","7137.38","Cash","20848 Johnston Shoals Apt. 519, Guzmanburgh, SD 17225","706 Nathan Pass, Robertport, RI 56018",3
89,"Steven","Shaffer",8,"106774.00",38,77,197,"2023-12-22",13,"407.61","0.09","6563.84",89,"New York","result","Food","1026.16",125,4,197,"Charles","Dean","andrew88@yahoo.com","047-233-5036x237","West Marcustown","Colorado","Germany",99,"2024-09-14","2024-02-09","Cancelled","6727.02","Bank Transfer","94174 Gamble Drive, Scotthaven, AK 25984","188 Ruben Stravenue Suite 124, Deborahfurt, TN 96319",18
140,"Kim","Valencia",4,"52459.00",40,16,179,"2023-01-10",5,"51.15","0.23","5730.34",140,"Oklahoma","shake","Books","359.70",786,34,179,"Sergio","Lane","hopkinsmary@simon-martin.com","001-212-610-5636x208","Ashleychester","Arkansas","Liechtenstein",124,"2023-10-01","2023-03-05","Pending","2475.83","Cash","621 Parker Port, West Susanmouth, MD 56614","20411 Audrey Hills Suite 528, North Katherine, KS 73883",27
197,"Dana","Elliott",3,"44252.00",41,13,36,"2024-06-18",6,"93.05","0.17","8433.63",197,"Minnesota","ball","Furniture","289.90",95,27,36,"Melissa","Adams","allenjeffery@hernandez.com","0259428483","South Pamela","Utah","Lebanon",174,"2023-04-07","2023-04-06","Delivered","385.68","PayPal","394 Robin Springs, Darrellburgh, IL 31229","46556 Bailey Lock Apt. 817, Jamesstad, KS 99643",3
111,"Ricky","Walker",4,"92120.00",42,99,50,"2023-07-11",12,"83.81","0.23","2531.28",111,"California","member","Electronics","968.07",590,31,50,"Vanessa","Vazquez","jpineda@taylor-brown.com","2473257969","Lake Troyview","West Virginia","Senegal",130,"2023-07-18","2024-04-08","Shipped","9620.99","Cash","13209 Little Mews Suite 347, Michaelhaven, NC 41998","6696 Stephanie Trace Apt. 072, Adamberg, NY 44656",5
125,"Lindsay","Patrick",8,"63308.00",43,48,193,"2023-04-29",2,"193.85","0.21","4494.36",125,"New York","also","Electronics","512.34",102,38,193,"Steven","Garcia","maureen37@yahoo.com","001-371-172-9259x7743","West Heathertown","Delaware","Switzerland",83,"2023-07-08","2024-09-05","Shipped","2183.22","Credit Card","624 Stacy Trail Apt. 722, Matthewmouth, DE 17515","349 Kristen Meadow, Stevenfurt, OR 22462",18
125,"Lindsay","Patrick",8,"63308.00",43,48,193,"2023-04-29",2,"193.85","0.21","4494.36",125,"New York","also","Electronics","512.34",102,38,193,"Steven","Garcia","maureen37@yahoo.com","001-371-172-9259x7743","West Heathertown","Delaware","Switzerland",44,"2023-10-16","2023-10-28","Pending","2496.48","Credit Card","014 Carol Manor, Andreaport, AZ 89226","78694 James Extension Apt. 980, Port Jeffrey, IA 91261",27
125,"Lindsay","Patrick",8,"63308.00",43,48,193,"2023-04-29",2,"193.85","0.21","4494.36",125,"New York","also","Electronics","512.34",102,38,193,"Steven","Garcia","maureen37@yahoo.com","001-371-172-9259x7743","West Heathertown","Delaware","Switzerland",37,"2024-04-21","2024-10-13","Delivered","8269.99","Cash","Unit 6596 Box 8279, DPO AA 98457","57211 Pamela Roads Apt. 739, West Erictown, HI 76004",10
125,"Lindsay","Patrick",8,"63308.00",43,48,193,"2023-04-29",2,"193.85","0.21","4494.36",125,"New York","also","Electronics","512.34",102,38,193,"Steven","Garcia","maureen37@yahoo.com","001-371-172-9259x7743","West Heathertown","Delaware","Switzerland",25,"2023-11-28","2022-11-28","Pending","803.48","PayPal","84393 Darryl Stream, Lake Jonberg, NJ 83479","579 Jennings Plain, Port Jamieton, FL 46889",5
22,"Emily","Galloway",9,"102526.00",44,38,83,"2024-03-31",14,"12.50","0.10","9619.29",22,"Michigan","blue","Electronics","486.43",122,24,83,"Ashley","Hall","rodriguezjulie@gmail.com","+1-645-988-1190x569","Lake Bryanstad","Mississippi","Norway",177,"2024-05-10","2024-05-28","Cancelled","393.08","Bank Transfer","65839 Arroyo Ridge Suite 122, Morganfort, AZ 71555","6863 Joseph Club Suite 949, East Susanborough, NV 71096",2
115,"Ronnie","Dalton",10,"73571.00",45,84,104,"2022-11-27",3,"77.77","0.21","6042.62",115,"Vermont","their","Books","1251.23",434,42,104,"Mark","Morgan","rachel92@george-hawkins.com","993-734-7318x4959","Davidburgh","Illinois","Isle of Man",81,"2023-02-15","2024-06-20","Pending","7769.80","Bank Transfer","027 Kyle Hollow, South Charlesport, IN 30711","16946 Pamela Knoll, New Rebecca, NY 16568",15
131,"Eric","Barton",3,"100706.00",46,59,170,"2024-08-08",3,"326.97","0.02","9800.59",131,"Hawaii","fish","Furniture","1401.51",663,10,170,"Alison","Bailey","donna63@webster.com","001-451-091-0089x185","Port Mark","Washington","Cameroon",200,"2024-03-14","2024-04-28","Delivered","992.06","Bank Transfer","PSC 1533, Box 0985, APO AE 20816","70903 Vincent Via, Amandaview, FL 79358",16
131,"Eric","Barton",3,"100706.00",46,59,170,"2024-08-08",3,"326.97","0.02","9800.59",131,"Hawaii","fish","Furniture","1401.51",663,10,170,"Alison","Bailey","donna63@webster.com","001-451-091-0089x185","Port Mark","Washington","Cameroon",191,"2024-06-12","2023-10-14","Pending","3765.76","Bank Transfer","94917 Solis Lake, New Angelaside, OK 56842","8266 Valerie Ways Apt. 844, West Brianfurt, FL 82857",8
161,"Alexandra","Holmes",10,"118707.00",47,80,123,"2024-09-24",8,"388.50","0.17","752.07",161,"Maine","indicate","Electronics","722.59",535,10,123,"Karen","Oconnor","samuelthompson@yahoo.com","001-137-764-9672","South Paul","Mississippi","Guadeloupe",23,"2023-07-18","2022-12-16","Pending","3317.54","Credit Card","809 Eric Mountain Suite 704, Lake Dianefurt, AK 50227","669 Aimee Rapid, Andrewfurt, NJ 47140",12
86,"Richard","Smith",9,"62414.00",48,50,38,"2023-11-16",20,"89.95","0.24","4044.29",86,"South Dakota","require","Books","1493.69",103,43,38,"Shawn","Adams","lindawarren@gibbs-nelson.biz","+1-479-688-4674x791","East Lisaport","Iowa","Austria",186,"2023-02-19","2024-06-25","Cancelled","1305.07","Bank Transfer","96856 Sanchez Forest Apt. 857, Samuelchester, TX 45547","4242 Johnson Road Apt. 987, Lake Peter, CA 17336",15
86,"Richard","Smith",9,"62414.00",48,50,38,"2023-11-16",20,"89.95","0.24","4044.29",86,"South Dakota","require","Books","1493.69",103,43,38,"Shawn","Adams","lindawarren@gibbs-nelson.biz","+1-479-688-4674x791","East Lisaport","Iowa","Austria",133,"2023-12-12","2023-11-24","Shipped","1574.23","Credit Card","Unit 4620 Box 5713, DPO AA 89348","649 Susan Harbors Suite 527, North Kathryn, IA 27611",28
86,"Richard","Smith",9,"62414.00",48,50,38,"2023-11-16",20,"89.95","0.24","4044.29",86,"South Dakota","require","Books","1493.69",103,43,38,"Shawn","Adams","lindawarren@gibbs-nelson.biz","+1-479-688-4674x791","East Lisaport","Iowa","Austria",34,"2023-09-17","2023-11-19","Shipped","6712.68","PayPal","36453 Kathryn Corner, Tonyafurt, HI 87511","515 Jim Parkway, West Davidton, SD 08010",12
41,"Melanie","Ellis",6,"49739.00",49,84,196,"2024-06-08",3,"326.02","0.30","4149.23",41,"South Dakota","their","Books","1251.23",434,42,196,"Jessica","Cowan","davidhudson@carroll-wright.net","825.442.0965x43669","Nelsonport","Massachusetts","Ethiopia",161,"2023-02-27","2023-05-19","Cancelled","6982.19","Cash","88628 Green Hill Suite 390, Keithland, WY 95896","8391 Linda Fords Suite 958, Kelleyland, MD 94186",28
44,"Adam","Sanders",10,"42109.00",50,13,31,"2024-02-14",12,"383.71","0.20","9917.48",44,"South Carolina","ball","Furniture","289.90",95,27,31,"Hayley","Jackson","kaylatyler@chavez.com","378.138.4727","Fitzgeraldhaven","Kansas","Saudi Arabia",196,"2022-11-04","2024-03-23","Delivered","6300.33","Cash","1131 Montgomery Views, Lake Christopher, AZ 42008","34093 Ronald Track, Lake Heather, VA 83901",18
44,"Adam","Sanders",10,"42109.00",50,13,31,"2024-02-14",12,"383.71","0.20","9917.48",44,"South Carolina","ball","Furniture","289.90",95,27,31,"Hayley","Jackson","kaylatyler@chavez.com","378.138.4727","Fitzgeraldhaven","Kansas","Saudi Arabia",42,"2022-11-10","2023-11-27","Shipped","9248.29","PayPal","7639 Fernando Creek Apt. 317, North Barbara, GA 19726","357 Ashley Isle Suite 733, Turnerburgh, NH 51118",3
128,"John","Hines",9,"95736.00",51,78,176,"2023-07-03",16,"135.69","0.16","2359.87",128,"Vermont","image","Clothing","650.24",895,3,176,"David","Warren","murphyyvonne@austin-jackson.info","+1-380-660-5122x144","East Deannafort","South Dakota","Pitcairn Islands",55,"2022-12-12","2023-01-19","Cancelled","1148.63","PayPal","954 Nguyen Route Apt. 102, South Timothyview, MN 85346","6067 Victor Via Suite 339, Higginsburgh, WV 52375",23
128,"John","Hines",9,"95736.00",51,78,176,"2023-07-03",16,"135.69","0.16","2359.87",128,"Vermont","image","Clothing","650.24",895,3,176,"David","Warren","murphyyvonne@austin-jackson.info","+1-380-660-5122x144","East Deannafort","South Dakota","Pitcairn Islands",38,"2024-04-02","2024-09-30","Pending","2572.53","Credit Card","974 Stevenson Rue, Drewtown, PA 66356","1857 Gabriel Turnpike, West Sabrinafurt, OR 28680",14
156,"Ashley","Wood",8,"94227.00",53,32,12,"2024-08-24",4,"405.85","0.01","6511.82",156,"Maine","between","Clothing","683.73",480,25,12,"Andrea","Wood","kcruz@hawkins.net","001-721-063-2579x27812","Williamland","Idaho","Armenia",194,"2023-08-17","2024-04-27","Cancelled","9420.60","Bank Transfer","154 Stevens Throughway Apt. 564, Port Kellichester, IN 37153","7671 Kent Groves Suite 768, Gutierrezbury, IN 42085",14
34,"Paul","Murphy",4,"42440.00",54,7,34,"2023-11-11",17,"487.52","0.04","8230.79",34,"Florida","measure","Electronics","1086.93",72,29,34,"Ian","Leonard","erikaalvarado@andrews.com","(251)115-1223x366","West Shawnport","South Carolina","Spain",192,"2024-05-03","2022-12-05","Cancelled","2861.38","Bank Transfer","USNV King, FPO AA 98519","36727 Dawn Estates, Port Franceston, AR 27963",20
34,"Paul","Murphy",4,"42440.00",54,7,34,"2023-11-11",17,"487.52","0.04","8230.79",34,"Florida","measure","Electronics","1086.93",72,29,34,"Ian","Leonard","erikaalvarado@andrews.com","(251)115-1223x366","West Shawnport","South Carolina","Spain",82,"2023-11-03","2024-03-24","Shipped","7834.71","Credit Card","PSC 4899, Box 7099, APO AP 96193","60022 Patrick Isle Apt. 257, Lake Richard, MS 66829",22
34,"Paul","Murphy",4,"42440.00",54,7,34,"2023-11-11",17,"487.52","0.04","8230.79",34,"Florida","measure","Electronics","1086.93",72,29,34,"Ian","Leonard","erikaalvarado@andrews.com","(251)115-1223x366","West Shawnport","South Carolina","Spain",12,"2023-03-01","2023-08-02","Pending","4059.37","Bank Transfer","8999 Juan Camp Suite 511, Johnsonville, SC 62381","49387 Katrina Village Apt. 579, South Kyleton, TN 62104",20
51,"Grace","Shaw",9,"111492.00",55,29,130,"2023-11-16",15,"483.13","0.23","3292.65",51,"Utah","star","Clothing","345.25",938,27,130,"Elizabeth","Torres","kevin60@peck-jacobs.com","0665904901","Fernandoport","Massachusetts","Israel",150,"2023-12-10","2024-10-30","Delivered","461.02","Bank Transfer","1746 Day Run Apt. 781, Kevinchester, NJ 65207","7343 Cooper Motorway Suite 773, Dillonville, AL 65451",26
92,"Cindy","Johnson",8,"89919.00",57,86,177,"2023-05-17",15,"343.84","0.01","4026.31",92,"New York","according","Furniture","493.47",303,12,177,"James","Alexander","crystaljohnson@johnson-reynolds.net","+1-247-287-7469x8976","East Jessicaland","Montana","Mexico",166,"2022-11-16","2024-03-30","Cancelled","1069.36","PayPal","7387 Paul Summit Apt. 806, Katrinafurt, GA 76546","6805 Jessica Shore Suite 608, Patrickborough, MN 04460",21
143,"Deborah","Klein",4,"49534.00",58,73,73,"2023-06-09",8,"164.59","0.26","9642.61",143,"South Dakota","study","Books","890.62",355,16,73,"Anthony","Henry","austinandrea@hotmail.com","001-207-216-0572x1173","Copelandside","Mississippi","Kyrgyz Republic",171,"2024-09-09","2024-10-14","Pending","7121.99","Bank Transfer","0635 Connie Square, South Ashleystad, AR 55401","3298 Abigail Extension Suite 909, Port Sharonville, OK 05912",12
